RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Y0,Y1,Z_cat,Z,D,D_cat
1135,15732660,Black,769,France,Female,27,2,0.0,1,1,1,57876.05,0,2309.947152680452,2395.4430382326823,0,0,0,0
1136,15656121,Medvedeva,733,Germany,Male,31,6,157791.07,2,0,0,177994.81,0,4461.330748178143,4571.5328394912285,0,0,0,0
1137,15614220,Benson,750,France,Male,22,5,0.0,2,0,1,105125.65,0,3071.4575070989067,3172.406264225065,0,0,0,0
1138,15645269,Duncan,583,France,Female,42,4,0.0,2,1,0,17439.66,0,985.9814650247619,1098.4655291493632,0,0,0,0
1139,15698510,Onwudiwe,468,Germany,Male,42,9,181627.14,2,1,0,172668.39,0,3810.669032190867,3901.047354858619,0,0,0,0
1140,15569247,Mitchell,727,Spain,Female,57,1,109679.72,1,0,1,753.37,0,1956.9656303406962,2064.527863963931,0,0,0,1
1141,15566251,Ferrari,618,France,Female,37,5,96652.86,1,1,0,98686.4,1,2024.5766183099067,2117.1657466859106,0,0,0,0
1142,15716134,Russo,617,France,Male,40,5,190008.32,2,1,1,107047.92,0,3315.854225447033,3413.255198313355,0,0,0,0
1143,15763625,Hazon,793,Spain,Male,41,9,0.0,2,1,0,152153.74,0,5361.194994919651,5456.957387396814,0,0,0,0
1144,15605965,Henderson,630,France,Male,43,9,0.0,2,1,1,34338.04,0,1498.0080110334993,1583.8092727931905,0,0,0,1
1145,15694821,Hardy,765,Germany,Male,43,4,148962.76,1,0,1,173878.87,1,4442.145427642989,4532.683866837292,0,0,0,1
1146,15601688,Piccio,546,France,Male,28,8,0.0,1,1,0,159254.29,0,4021.9180672863586,4111.6736730688835,0,0,0,0
1147,15575581,Dickson,614,Germany,Female,30,3,131344.52,2,1,0,54776.64,0,707.061238842761,791.733422580551,0,0,0,0
1148,15671209,Holden,593,Germany,Female,29,5,101713.84,3,1,0,134594.99,0,2686.3119606759824,2781.5324901110343,1,0,0,0
1149,15616529,Hsieh,613,Spain,Male,34,3,0.0,1,1,1,41724.72,0,1527.4262472951361,1617.4273596801243,0,0,0,0
1150,15773906,Doherty,655,France,Male,38,4,0.0,2,0,0,110527.71,0,3582.2934753964782,3678.434564840383,0,0,0,0
1151,15722993,Page,700,France,Female,27,6,137963.07,1,0,0,8996.79,0,1432.6674617135254,1551.2535504056368,0,0,0,0
1152,15752463,Samuel,826,Spain,Female,29,4,129938.07,1,0,1,190200.53,0,3044.609804823879,3151.4903326067874,0,0,0,1
1153,15589754,Malloy,652,Germany,Male,45,2,151421.44,1,0,1,115333.43,0,2204.6255660373895,2311.910133726496,0,0,0,1
1154,15669899,Fitts,755,Germany,Female,45,7,135643.0,1,0,0,143619.52,1,4370.536903784394,4447.3397666831,1,0,0,1
1155,15766887,Iadanza,538,Spain,Male,39,2,122773.5,2,1,1,58467.08,0,2019.7080992732651,2120.027314912121,0,1,1,0
1156,15768006,Wu,729,France,Male,34,3,152303.8,1,1,0,12128.69,0,1290.2658002140888,1393.245007168419,0,1,1,1
1157,15741295,Yefimova,615,France,Male,49,3,0.0,2,1,1,49872.33,0,1927.4616374249197,2016.9149240795507,0,0,0,1
1158,15811327,Pan,700,Spain,Male,54,1,79415.67,1,0,1,139735.54,0,3279.812794540112,3375.9401001796505,0,0,0,0
1159,15690007,Ts'ui,434,Germany,Female,58,9,125801.03,2,1,0,60891.8,1,2219.4883635120527,2309.267766898371,0,0,0,1
1160,15690664,Liang,729,Spain,Male,37,10,0.0,2,1,0,100862.54,0,2300.922197155584,2391.001472272328,0,0,0,0
1161,15719348,Tsao,513,France,Male,35,8,0.0,1,1,0,76640.29,1,2830.223600617004,2945.4552596896074,0,0,0,1
1162,15781802,Abramov,755,France,Male,41,6,104817.41,1,1,0,126013.58,1,3613.014875614376,3718.1206077332668,0,0,0,1
1163,15752731,Millar,615,France,Female,30,9,0.0,1,1,0,87347.82,0,2363.437101470815,2480.4613911347083,0,0,0,0
1164,15600997,Demuth,747,Germany,Female,32,5,67495.04,2,0,1,77370.37,0,3146.17868757454,3238.8330985688904,0,1,1,0
1165,15750776,Genovese,850,France,Female,36,0,164850.54,1,1,1,62722.44,0,1471.0329211924295,1571.425530605718,0,0,0,0
1166,15723907,Lawless,712,Germany,Female,49,5,154776.42,2,0,0,196257.68,0,5285.071434626392,5398.2685500666585,0,0,0,0
1167,15633419,Brooks,622,Germany,Female,28,1,143124.63,2,1,0,81723.8,0,2651.9712179123085,2749.0223951557523,0,1,0,1
1168,15702430,Ignatyeva,548,France,Female,35,10,0.0,1,1,1,31299.71,0,-132.77150732101973,-29.64779584788356,0,0,0,0
1169,15710456,Balmain,607,France,Female,27,2,0.0,2,1,0,63495.86,0,2105.756380016658,2200.7170326147875,0,0,0,0
1170,15650351,Millar,653,France,Female,38,8,102133.38,1,1,1,166520.96,0,3587.1329152858084,3683.2941524965904,0,1,1,1
1171,15590820,Ecuyer,699,Spain,Male,26,6,79932.41,1,0,0,150242.44,0,4405.269394696092,4511.469463432821,0,1,1,1
1172,15640454,Parkhill,693,Germany,Male,40,0,120711.73,1,0,0,27345.18,1,1192.34611828142,1298.7201288470108,0,0,0,0
1173,15697789,Li Fonti,647,Germany,Female,43,3,122717.53,2,1,1,87000.39,0,2366.185068293719,2480.175164106289,0,1,1,0
1174,15808182,Beneventi,478,Spain,Female,36,3,92363.3,2,1,0,44912.7,0,2140.520286666734,2238.158883385524,0,0,0,0
1175,15588670,Despeissis,705,Spain,Female,40,5,203715.15,1,1,0,179978.68,1,4857.192535351005,4960.505164754743,0,0,0,0
1176,15721292,Atkins,719,Spain,Male,39,5,0.0,2,1,0,145759.7,0,2741.239343630413,2843.3644463319556,0,0,0,0
1177,15604217,Williams,726,France,Male,34,9,0.0,2,0,0,14121.61,0,1283.4616067661632,1385.3565653715823,0,0,0,0
1178,15651369,Wright,626,France,Male,21,1,0.0,2,1,0,66232.23,0,1791.3888855798573,1899.7925592087702,0,0,0,0
1179,15782454,Hancock,552,France,Male,49,4,0.0,1,1,1,190296.76,1,4733.519082456771,4851.354466141401,1,0,0,1
1180,15814032,Hsieh,807,Germany,Female,31,1,93460.47,2,0,0,172782.69,0,5705.438257761054,5819.71029127489,0,0,0,1
1181,15570326,Wilkins,621,France,Male,34,6,0.0,2,1,1,99128.13,0,1782.3749948525233,1875.224210641334,0,0,0,0
1182,15624428,Longo,651,Germany,Female,24,7,40224.7,1,1,1,178341.33,0,2669.870953660734,2772.8339215605174,0,0,0,0
1183,15755638,Mancini,673,France,Female,43,5,168069.73,1,1,1,146992.24,1,2954.1904355476217,3048.59108204228,0,0,0,0
1184,15600992,Madukaego,652,France,Male,36,1,0.0,2,1,1,151314.98,0,4446.678156235563,4561.972874834539,0,0,0,0
1185,15755649,Winter-Irving,584,Germany,Male,47,7,130538.77,1,1,0,92915.84,0,3032.7651707354094,3130.689415949567,0,1,0,1
1186,15795228,Stewart,756,France,Male,37,3,132623.6,1,1,1,58974.0,0,3161.6633226584504,3282.6654414919763,0,1,0,1
1187,15589257,Grant,670,France,Female,35,3,103465.02,2,1,1,174627.06,0,3404.6372058309,3506.7886677628226,0,1,1,0
1188,15719302,Brennan,765,France,Female,50,9,126547.8,1,1,1,79579.94,1,1687.3232744971385,1802.8986341320758,1,0,0,1
1189,15639882,She,528,France,Male,30,2,128262.72,2,1,0,50771.16,0,2238.695338078109,2337.0738015364886,0,0,0,1
1190,15791279,Murray,701,France,Male,40,5,169742.64,1,1,1,153537.55,1,4359.738783036811,4467.862638127276,0,0,0,1
1191,15636935,Rischbieth,797,France,Female,29,1,0.0,2,1,1,132975.39,0,4081.1661572098064,4173.21619293166,0,0,0,0
1192,15686909,Lung,639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0,1760.8742943537181,1855.4354776926943,0,1,1,0
1193,15589572,Otutodilichukwu,785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1,4958.603452643818,5074.75893707745,1,0,0,1
1194,15779947,Thomas,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1,3194.2411788482914,3289.9446114045163,1,0,0,1
1195,15573769,Fiorentini,764,France,Female,24,7,0.0,2,1,0,186105.99,0,4937.52074188324,5028.44390643827,0,0,0,0
1196,15578866,Hughes,676,France,Female,43,2,0.0,1,1,1,55119.53,0,1313.8433646554358,1428.565488933712,1,1,0,1
1197,15739131,Whitworth,718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0,917.7741725075249,1026.0489648233347,1,0,0,1
1198,15813444,McIntosh,590,Spain,Female,34,6,0.0,2,1,0,171021.44,0,5098.128432206675,5194.625168186582,0,0,0,0
1199,15678058,Ayers,584,France,Male,38,9,104584.16,1,1,0,176678.72,0,5022.840201098064,5113.6321154485795,0,1,1,0
1200,15769169,Trentino,645,France,Male,41,7,0.0,1,0,1,28667.56,0,782.8574130025489,882.6153586612421,0,0,0,0
1201,15804602,Boyd,772,Germany,Male,30,6,99785.28,2,0,0,197238.03,0,3493.935343643739,3602.49693202529,0,1,1,0
1202,15651052,McMasters,399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1,3497.023911509325,3583.7045792126546,1,0,0,1
1203,15724334,Alekseyeva,529,France,Male,22,5,0.0,1,1,0,151169.83,0,2894.8415668548105,3011.3704953734846,0,0,0,0
1204,15569451,Miller,463,France,Male,35,2,101257.16,1,1,1,118113.64,0,4012.877032866767,4120.853752699809,0,0,0,0
1205,15650098,Baranova,630,France,Female,40,7,0.0,2,1,1,34453.17,0,2286.6175856255195,2393.971656538368,0,0,0,0
1206,15724307,Mitchell,780,France,Male,76,10,121313.88,1,0,1,64872.33,0,1198.9789787941124,1304.3102530187653,0,0,0,0
1207,15599268,Yobachi,584,Spain,Male,32,5,0.0,2,1,0,10956.82,0,1228.884855373919,1304.4573572327915,0,0,0,1
1208,15594864,Huang,752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0,2389.547672764791,2506.768321680038,1,0,0,1
1209,15616451,Genovese,697,France,Female,47,6,128252.66,1,1,1,168053.4,0,3502.0634138010214,3589.7028892677067,0,0,0,1
1210,15715667,Sorokina,850,France,Female,32,7,0.0,2,0,0,155227.0,0,4709.2446972749885,4809.04817925121,0,0,0,0
1211,15658969,Gray,711,France,Male,51,7,0.0,3,1,0,38409.79,1,1951.2650252584947,2055.7941039598763,1,0,0,1
1212,15738174,Ervin,452,France,Female,32,5,0.0,2,0,1,75279.39,0,2138.5399923659515,2227.928578247545,0,0,0,0
1213,15813590,Vance,610,Spain,Male,42,6,0.0,2,1,0,158302.59,1,3060.7218343253185,3162.619956542547,0,0,0,0
1214,15624229,Noble,694,France,Female,22,4,0.0,2,1,1,11525.72,0,137.3324443022028,239.89058935471027,0,1,1,0
1215,15674148,Milanesi,579,Spain,Male,33,6,0.0,1,1,0,94993.04,1,3039.8386626648585,3137.632756673722,0,0,0,0
1216,15625080,Parkin,745,Spain,Female,54,8,0.0,1,1,0,173912.29,1,5685.726311593589,5792.363688725061,1,1,1,0
1217,15682528,Cremonesi,572,France,Male,33,5,0.0,1,0,1,41139.05,0,533.3827409180674,619.1785452886951,0,0,0,0
1218,15696900,Burns,505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0,1346.661601811451,1454.0133349455086,0,0,0,0
1219,15730038,Docherty,706,France,Female,23,5,0.0,1,0,0,164128.41,1,4959.183761291832,5064.890008835539,0,0,0,1
1220,15812272,Ugonna,693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,2647.185206193599,2756.0227679300133,1,0,0,1
1221,15654654,L?,725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0,4425.540061111156,4537.501357748589,0,0,0,0
1222,15697625,Bevan,791,France,Male,37,2,163789.49,2,1,0,75832.53,0,1693.1518602750607,1788.8718067841924,0,0,0,0
1223,15616280,Hsia,536,France,Male,46,1,65733.41,1,1,0,61094.53,0,1853.952324368551,1970.058077487726,0,0,0,1
1224,15654229,O'Neill,699,Spain,Male,47,1,0.0,2,0,1,30117.44,0,2514.3880766256198,2616.3560248456206,0,0,0,0
1225,15628298,Johnstone,500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0,3354.1288146423967,3466.7579073312745,1,1,1,1
1226,15733387,Pham,707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0,751.543071533773,862.7922625203586,0,0,0,0
1227,15775572,Bergamaschi,531,Germany,Female,42,6,88324.31,2,1,0,75248.75,0,1957.6208424824845,2057.3286564352875,0,1,0,0
1228,15613844,Murphy,557,France,Female,28,7,146445.24,2,1,0,184317.74,0,3874.996253725337,3971.710356388606,0,1,1,1
1229,15578515,Osinachi,659,France,Female,38,3,0.0,2,1,0,158553.1,0,4463.292946195337,4578.1320690677885,0,0,0,0
1230,15607598,Muravyov,575,Spain,Female,31,6,0.0,2,1,1,95686.42,0,3151.929468166949,3236.5889833743836,0,0,0,1
1231,15742480,Igwebuike,775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0,2536.4218506861507,2642.248327627373,0,0,0,1
1232,15749482,Zack,772,Spain,Male,30,4,78653.05,1,1,0,1790.48,0,2088.686109977468,2195.8407251021936,0,0,0,0
1233,15607537,Crawford,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1,3476.3299094576246,3572.6813593247743,0,0,0,0
1234,15575410,Chidiegwu,667,Germany,Female,39,4,83765.35,2,1,0,118358.54,0,2471.2403687705814,2572.9344458041332,0,1,1,1
1235,15684865,Lucchesi,771,France,Female,66,7,143773.07,1,1,1,130827.88,0,3856.1194670684395,3940.6485707501324,0,0,0,0
1236,15600700,Pan,523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0,2969.0724941727517,3069.9275293144865,0,0,0,1
1237,15774155,Trevisani,662,Germany,Male,33,0,103471.52,1,1,1,162703.0,0,3998.9414142887563,4101.216279709094,0,0,0,1
1238,15634267,Yudin,717,France,Male,42,5,0.0,2,1,0,172665.21,0,4362.118108107131,4466.928349612295,0,0,0,0
1239,15619626,Wade,746,France,Male,24,3,137492.35,2,0,1,170142.09,0,4466.965216750041,4560.26053408025,0,0,0,0
1240,15660422,Chung,569,France,Male,28,7,0.0,2,1,0,73977.23,0,2994.884429808721,3102.1529342135073,0,0,0,1
1241,15617934,Septimus,579,France,Male,36,9,129829.59,1,1,1,60906.12,0,2058.480040012506,2163.863255325578,0,0,0,0
1242,15760774,Hargraves,519,France,Female,21,1,146329.57,2,1,1,194867.27,0,3422.368452142831,3511.394808667842,1,0,0,1
1243,15813132,Chukwukadibia,696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0,5335.254099939497,5431.785008861868,0,0,0,0
1244,15593331,Sidorov,693,Germany,Male,25,6,146580.69,1,0,1,14633.35,0,1322.608639706816,1419.915861724813,0,0,0,0
1245,15616709,Bunton,587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0,1448.1963293898355,1536.4458530315571,0,0,0,0
1246,15658052,Cameron,626,France,Female,44,10,81553.93,1,1,0,20063.63,1,1034.039628693423,1151.974964520718,0,1,1,0
1247,15721189,Kung,666,France,Female,66,7,0.0,2,1,1,99792.82,0,3532.5387749710603,3624.0999314995506,0,0,0,0
1248,15711288,Hay,512,France,Male,24,6,0.0,2,1,0,37654.31,0,2103.6113467588416,2190.7331727242486,0,0,0,1
1249,15770030,Conti,689,Spain,Female,28,3,0.0,2,1,1,192449.02,0,3875.620699105635,3985.8718300413775,0,0,0,0
1250,15803681,Sims,803,France,Female,26,4,0.0,2,1,1,181208.47,0,4623.096332363642,4721.519726190859,0,0,0,0
1251,15702789,Carter,548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0,3906.7637075378466,4022.349545950626,0,1,0,0
1252,15814930,McGregor,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1,3035.498633254955,3134.0627262099506,0,0,0,0
1253,15658306,Lo,693,France,Male,68,4,97705.99,1,1,1,61569.07,0,2426.8340816142763,2525.1560352630563,0,0,0,0
1254,15699523,Chu,499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0,2475.2907312483644,2571.9913838559173,1,1,1,1
1255,15610383,Dumetolisa,628,France,Female,46,1,46870.43,4,1,0,31272.14,1,1257.5980543643893,1350.249205374779,1,0,0,1
1256,15615032,Peng,624,Spain,Male,46,3,0.0,2,1,1,62825.03,0,1382.2075036021602,1485.6159136820766,0,0,0,1
1257,15781989,Drake-Brockman,733,France,Male,42,9,120094.93,1,1,0,184056.45,0,3734.8391758203675,3845.867961417498,0,0,0,1
1258,15647402,Wan,628,France,Female,38,3,0.0,2,1,1,48924.73,0,2271.4167556369543,2374.296886635804,0,0,0,0
1259,15740494,Cameron,633,France,Female,33,3,0.0,2,1,0,191111.02,0,4448.560058137857,4547.487866525225,0,0,0,1
1260,15701265,Tretiakov,559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0,1823.052872946973,1922.4918775574342,0,0,0,1
1261,15743532,Ball,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1,1667.1910716725831,1773.1045820190232,1,0,0,1
1262,15794870,Sal,744,Germany,Male,38,6,73023.17,2,1,0,78770.86,0,2529.7528070895296,2640.366137272398,0,0,0,0
1263,15747591,Chung,665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0,3877.2677190545382,3977.4019106194305,0,1,0,0
1264,15726557,Lai,638,France,Female,42,7,165679.92,1,0,0,32916.29,0,537.6451223340149,655.0659949812512,1,0,0,1
1265,15732199,Gether,837,Spain,Male,31,9,104678.62,1,0,1,50972.6,0,2082.035005330318,2174.304750452747,0,0,0,1
1266,15662291,Davidson,534,France,Female,55,8,116973.26,3,1,0,122066.5,1,3299.5305346059117,3394.2383544379036,1,1,1,1
1267,15749050,Justice,548,France,Female,36,3,0.0,1,1,0,65996.9,0,1616.937694564317,1712.8846332950702,0,0,0,0
1268,15781586,Osonduagwuike,837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0,2157.4362782046546,2256.2034512199557,0,0,0,0
1269,15617078,Ewing,658,France,Female,44,6,148481.09,1,1,0,130529.13,0,3936.2981718982096,4024.1748137832433,1,0,0,1
1270,15723339,Chin,554,France,Female,38,4,137654.05,2,1,1,172629.67,0,3767.393081600873,3887.18533805565,0,0,0,0
1271,15671322,Chiang,724,Germany,Male,30,7,115315.04,1,1,0,15216.53,0,1158.8037454960393,1250.8035919234721,0,0,0,1
1272,15793854,Ahmed,723,France,Male,42,2,99095.73,1,1,1,17512.53,0,1084.036945910857,1188.529955184643,0,0,0,0
1273,15756539,Marshall,585,Germany,Female,39,7,165610.41,2,0,0,131852.01,0,3888.279538519941,3990.77015538203,0,0,0,0
1274,15612064,Tsou,474,France,Male,33,5,0.0,2,1,0,181945.52,1,4006.5528058776536,4110.01436690057,0,0,0,0
1275,15625916,Chien,562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0,2453.9811365353007,2549.668018464719,0,0,0,0
1276,15683195,Ubanwa,719,France,Male,32,9,146605.27,1,1,1,77119.45,0,3929.568404613691,4025.6810436731594,0,0,0,0
1277,15690182,Kapustin,635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1,2361.660377703902,2466.393029383532,0,0,0,0
1278,15721719,Calabresi,743,France,Male,42,7,77002.2,2,1,1,80428.42,0,2360.4047499240023,2456.563038767411,0,0,0,1
1279,15641690,Hsiao,681,Spain,Male,67,7,0.0,2,0,1,163714.92,0,3972.0085864654343,4070.9795271093494,0,0,0,1
1280,15634896,Grant,521,France,Female,39,6,0.0,2,0,1,27375.15,0,-157.86762052461785,-60.41567103315972,0,0,0,1
1281,15671590,H?,741,Spain,Male,25,4,0.0,2,1,1,73873.65,0,1355.55996822658,1459.262596382374,0,0,0,1
1282,15779182,Chia,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1,4517.272077539514,4622.90023453827,0,0,0,0
1283,15778287,Ugoji,622,France,Male,35,8,0.0,2,1,1,131772.51,0,3434.7523419870463,3539.9549676042056,0,0,0,0
1284,15609510,Gregory,669,France,Male,45,7,149364.58,1,0,1,173454.07,0,5216.434319142238,5334.188345120445,0,0,0,0
1285,15742229,Mackay,583,France,Male,59,7,127450.14,1,0,1,67552.71,0,3087.62997129296,3175.010148193736,0,0,0,0
1286,15658532,Nnamutaezinwa,520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0,-44.729847576976624,54.190853028917225,1,0,0,1
1287,15590993,Findlay,579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0,4085.816975810372,4193.185595969863,0,1,1,0
1288,15565701,Ferri,698,Spain,Female,39,9,161993.89,1,0,0,90212.38,0,2345.6975279272474,2445.6962174343444,0,1,0,0
1289,15597239,Ku,548,Spain,Male,39,7,131468.44,1,1,0,164975.82,0,2608.355895523993,2702.4695166201177,0,0,0,0
1290,15688880,Amechi,672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1,1620.45970223949,1735.4558602418672,1,0,0,0
1291,15813917,Kirk,653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0,2073.3806199373616,2154.152138994531,1,1,1,1
1292,15679611,Andrews,734,Spain,Female,37,2,130404.92,1,0,0,34548.74,0,1792.7945893182323,1899.2798153048059,0,0,0,1
1293,15636589,Murray,794,France,Female,41,7,0.0,2,1,1,74275.08,0,3569.3891251638483,3676.4781766622277,0,0,0,1
1294,15687752,Griffin,641,France,Male,30,2,87505.47,2,0,1,7278.57,0,2074.4831212379186,2183.515380872575,0,0,0,1
1295,15584363,Longstaff,824,France,Male,30,0,133634.02,1,1,1,162053.92,0,3428.031127124036,3536.4464421530647,0,1,1,0
1296,15737748,McWilliam,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0,3589.7609891742086,3702.850468612163,0,1,1,0
1297,15803365,Coffee,653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0,1789.589009810858,1892.3580826785933,1,0,0,1
1298,15793247,Hancock,498,France,Male,34,5,0.0,2,1,1,91711.66,0,1704.3596615669776,1807.6051030808974,0,0,0,1
1299,15572360,Clark,683,France,Male,30,10,57657.49,1,0,0,79240.9,0,2302.4557587876498,2404.725850874972,0,0,0,0
1300,15795166,Creswell,618,Germany,Male,42,8,153572.31,2,1,1,76679.6,0,2070.6114311083047,2157.0825150344467,0,0,0,1
1301,15724620,Dodds,538,France,Male,37,1,134752.08,1,1,0,162511.55,0,3339.986998490939,3422.0060054130195,0,0,0,1
1302,15800856,Ewen,643,Spain,Male,34,3,83132.09,1,1,1,21360.88,0,1572.6887727863734,1683.7402994562394,0,0,0,1
1303,15671097,Carter,428,France,Female,31,2,0.0,2,1,0,54487.43,0,853.1477134179922,971.8593473649983,0,0,0,0
1304,15683930,Ch'iu,593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1,1145.231088230223,1264.7846566048288,0,0,0,0
1305,15749004,Tsao,718,France,Female,31,0,118100.59,2,1,0,103165.15,0,3022.095961261291,3131.4506963879576,0,0,0,1
1306,15800434,Burgess,811,Germany,Male,52,10,76915.4,1,0,0,146359.81,1,3830.9156540841773,3927.3089637955063,1,0,0,1
1307,15709117,Fanucci,823,Spain,Female,46,3,81576.75,1,1,1,28370.95,1,2161.3387144845806,2258.619949101821,0,0,0,0
1308,15638806,Blackburn,645,Spain,Male,49,2,0.0,2,0,0,10023.15,0,1279.7803136115792,1367.2041202325865,0,0,0,0
1309,15662294,Bennett,710,France,Male,33,10,118327.17,2,1,1,192928.82,0,4689.55008160192,4782.991418327308,0,0,0,0
1310,15690079,Boniwell,591,Spain,Male,30,8,124857.69,2,0,0,50485.7,0,1959.632573096565,2069.1600825671153,0,0,0,0
1311,15759317,Vasilieva,748,Germany,Female,27,2,90971.85,1,1,1,131662.47,0,3126.9178738863393,3233.8549927508548,0,0,0,1
1312,15750497,Longo,850,France,Female,37,7,153147.75,1,1,1,152235.3,0,4285.903765178553,4390.429671258097,0,0,0,0
1313,15596181,Kwemto,542,France,Male,38,8,65942.26,1,1,1,68093.23,1,2024.9027417001687,2118.3265445948623,0,1,0,0
1314,15576602,Lawrence,809,France,Male,38,3,0.0,2,1,1,80061.31,0,1964.1800919894947,2044.639466409825,0,0,0,0
1315,15644833,Duncan,675,France,Male,54,2,0.0,1,1,0,149583.67,1,2316.4681467901446,2422.0188154540715,1,1,1,0
1316,15734634,Bocharova,607,Spain,Female,27,5,100912.19,1,0,0,7631.27,0,371.80535621621397,484.570710260936,0,0,0,0
1317,15808689,Morres,850,France,Female,31,4,0.0,2,1,1,33082.81,0,1461.7977256466145,1559.476957083458,0,0,0,0
1318,15720702,Shih,789,France,Male,37,3,0.0,1,1,0,121883.87,1,3485.4296936081496,3583.6618843357114,1,0,0,1
1319,15665077,Vogel,598,France,Female,43,5,0.0,3,1,1,100722.72,1,2981.8696886564435,3095.843021078357,1,0,0,1
1320,15763612,T'an,756,Germany,Male,41,2,124439.49,2,0,1,47093.11,0,3008.8121582105628,3110.831654997405,0,0,0,0
1321,15596493,Wisdom,687,France,Female,47,7,0.0,2,1,1,177624.01,0,5180.972560201513,5287.532272872656,0,0,0,0
1322,15704483,Lorenzo,724,France,Male,40,6,0.0,2,0,0,106149.48,0,4052.570679386946,4166.803034435166,0,0,0,0
1323,15598846,Shahan,700,France,Female,44,2,58781.76,1,1,0,16874.92,0,316.42415321059485,399.0260386314758,0,0,0,1
1324,15629244,Bryant,635,Spain,Male,50,7,159453.64,2,0,0,54560.79,1,3029.4607648063297,3138.8290559140855,0,0,0,0
1325,15765537,Liang,687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0,2596.2915477537586,2691.3063432485137,0,0,0,1
1326,15729975,Chidozie,613,France,Female,46,8,167795.6,1,0,1,44390.38,0,1050.67485020928,1151.435494476878,0,0,0,0
1327,15682773,Hayward,781,France,Female,38,3,128345.69,2,1,0,63218.85,0,1224.728821164128,1328.1207213347147,0,0,0,0
1328,15688007,Liu,703,Spain,Male,20,3,165260.98,1,1,1,41626.78,0,732.530803557713,826.5599745717149,0,0,0,0
1329,15574331,Alexeeva,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1,1225.2850865961686,1346.7647774284817,1,1,0,1
1330,15645572,Calabresi,743,France,Female,40,6,0.0,1,1,0,28280.8,1,1996.3317217550111,2114.681567741529,1,0,0,1
1331,15742854,Lettiere,640,Spain,Female,46,8,0.0,2,1,0,89043.19,0,2195.124653794797,2297.9188948290457,0,1,0,0
1332,15575417,Chou,849,Germany,Male,37,7,143452.74,2,1,1,17294.12,0,159.57880633991846,281.64522966887336,0,0,0,0
1333,15796721,Nnamutaezinwa,778,France,Male,38,3,145018.49,2,1,1,126702.41,0,4232.413423607597,4323.71143696522,0,0,0,0
1334,15734942,Nnamutaezinwa,539,Germany,Female,38,8,82407.51,1,1,0,13123.41,0,466.59417830193735,560.9732163132563,0,0,0,0
1335,15664772,Greece,489,Germany,Male,28,1,79460.98,2,1,1,167973.63,0,4614.844426669585,4684.321444927229,0,0,0,1
1336,15576683,Yin,568,Spain,Female,43,9,0.0,1,1,0,125870.79,1,3551.845899758178,3634.6016975726725,0,0,0,0
1337,15682563,Larionova,618,Spain,Male,38,5,126473.99,1,1,0,91972.49,0,2399.095128907378,2478.5818973493147,0,0,0,0
1338,15650889,Golubev,710,Germany,Female,30,10,133537.1,2,1,0,155593.74,0,3146.0735239162586,3251.1754784884156,0,1,1,0
1339,15612108,Norman,625,France,Male,52,5,164978.01,1,1,1,67788.49,0,1524.4105398000395,1607.0947628069039,1,0,0,1
1340,15761132,Capon,682,Spain,Male,46,7,128029.72,1,1,1,62615.35,0,1059.903641147976,1162.624940638243,1,0,0,1
1341,15645511,Chukwudi,727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1,3731.4532273582254,3843.6189662214683,0,0,0,0
